Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	stationaryDist[1]	stationaryDist[2]	tree_length
2736	-179.4904	-239.5082	60.01779	0.089054	0.0188377	0.00553414	0.00746891	0.178327	0.0202648	0.00703673	0.0187851	0.00815094	0.0113817	0.105558	0.00834381	0.0151361	0.000939649	0.00332628	0.00988904	0.0337637	0.0206177	0.0236282	0.0182428	0.0168537	0.0100684	0.00858926	0.0832684	0.00798978	0.029888	0.0218326	0.00401485	0.0559132	0.0264336	0.0191889	0.000606702	0.011744	0.00281261	0.0184248	0.063213	0.013256	0.0138412	0.00249765	0.0272653	0.0128601	0.0372766	0.00430004	0.00733371	0.043532	0.0233404	0.00168411	3.5097	0.372575	1.223329	0.776671	0.0160445	0.13327	0.533252	1.87528	7.50355	62.3266	2.988001	0.6348832	2.355025	0.0759643	0.0160688	0.0047207	0.00637108	0.152115	0.0172861	0.00600242	0.0160239	0.00695286	0.00970874	0.090042	0.00711738	0.0129113	0.000801533	0.00283736	0.00843548	0.0288009	0.0175872	0.0201552	0.0155614	0.0143764	0.00858849	0.00732675	0.071029	0.00681539	0.0254949	0.0186235	0.00342472	0.0476947	0.0225483	0.0163684	0.000517525	0.0100178	0.00239919	0.0157166	0.0539215	0.0113076	0.0118068	0.00213053	0.0232577	0.0109698	0.0317975	0.00366799	0.00625575	0.0371333	0.0199097	0.00143657	0.388335	0.611665	1.172315
2772	-182.6127	-239.877	57.26423	0.0236645	0.0100462	0.0103063	0.0197771	0.0390204	0.0224913	0.0316472	0.0171668	0.0465711	0.0570504	0.140147	0.019776	0.0356822	0.00141043	0.0107857	0.00777835	0.0376802	0.0500535	0.00845811	0.0123498	0.00276738	0.0180507	0.041364	0.00934381	0.0139684	0.0298692	0.0137503	0.0685863	0.00476997	0.148047	0.0190837	0.0649016	0.00537256	0.0839543	0.0631654	0.0928982	0.0398972	0.0688544	0.000387964	0.054254	0.0752631	0.0362225	0.0351498	0.0252239	0.0762978	0.00850613	0.00124547	4.0779	0.230524	1.334963	0.6650368	0.00213482	0.0498336	0.39233	2.54888	20.0668	468.424	4.44642	0.4981686	4.422432	0.0138953	0.00589893	0.00605163	0.0116127	0.022912	0.0132064	0.0185826	0.01008	0.0273456	0.0334988	0.0822914	0.011612	0.0209518	0.000828177	0.00633316	0.00456728	0.022125	0.0293904	0.00496643	0.00725152	0.00162495	0.010599	0.0242881	0.00548649	0.00820197	0.0175386	0.0080739	0.0402725	0.00280082	0.0869302	0.0112056	0.0381089	0.00315465	0.0492962	0.0370894	0.0545479	0.0234268	0.0404299	0.000227804	0.0318568	0.0441929	0.0212691	0.0206392	0.0148109	0.0448005	0.00499462	0.000731312	0.332518	0.667482	1.703058
2808	-185.0371	-247.7316	62.6945	0.0139125	0.00469544	0.019811	0.0639456	0.026131	0.00444088	0.016024	0.0726731	0.0317024	0.0170206	0.0403677	0.00672789	0.0207915	0.000239486	0.00830277	0.0262922	0.110751	0.0772945	0.00728194	0.0176241	0.00198891	0.0413449	0.0288268	0.00553444	0.0141774	0.00451479	0.0218547	0.0469801	0.00103052	0.0704628	0.0654122	0.0402839	0.00175907	0.0171373	0.0212736	0.02198	0.0123772	0.0153436	0.00025661	0.0291071	0.0576726	0.00605118	0.0208114	0.000565817	0.00291275	0.0211086	0.00399362	0.450796	1.1373	1.203388	0.7966119	0.0186509	0.143422	0.545607	1.83282	6.97243	53.6167	2.879159	0.6619743	0.09909341	0.0119854	0.00404503	0.0170668	0.0550879	0.0225114	0.00382574	0.0138044	0.0626065	0.0273111	0.014663	0.0347761	0.00579595	0.0179115	0.000206313	0.00715268	0.0226502	0.0954099	0.0665877	0.00627325	0.0151828	0.00171341	0.0356179	0.0248338	0.00476781	0.0122136	0.0038894	0.0188274	0.0404724	0.000887774	0.0607023	0.0563513	0.0347038	0.0015154	0.0147634	0.0183268	0.0189353	0.0106627	0.0132182	0.000221065	0.0250752	0.0496838	0.00521297	0.0179286	0.000487441	0.00250928	0.0181846	0.00344043	0.398306	0.601694	1.160792
2844	-173.3188	-238.1855	64.8667	0.049721	0.0125479	0.0174267	0.0106008	0.0411369	0.0235668	0.0176394	0.00440974	0.0249282	0.00921866	0.0039938	0.000248017	0.00877936	0.000279823	0.0141488	0.00793277	0.0292362	0.0174217	0.00608295	0.0154458	0.000546857	0.00991285	0.00677475	0.0177844	0.0165174	0.0197352	0.0603073	0.0184551	0.0277252	0.00841099	0.0127582	0.0455338	0.0283797	0.00299538	0.0159016	0.0561753	0.00477616	0.0088113	0.000943821	0.0366399	0.0161419	0.0205442	0.0237849	0.000858015	0.00650566	0.00782847	0.0495782	0.247318	1.18817	1.684176	0.3158239	0.0491724	0.230117	0.632324	1.58147	4.34561	20.3366	2.178189	0.1875243	0.05203766	0.0592557	0.0149542	0.0207686	0.0126337	0.0490255	0.028086	0.0210221	0.00525537	0.0297085	0.0109865	0.00475967	0.000295577	0.0104629	0.000333483	0.016862	0.009454	0.0348427	0.0207626	0.00724944	0.0184077	0.000651725	0.0118138	0.00807391	0.0211948	0.0196849	0.0235197	0.0718721	0.0219941	0.0330419	0.0100239	0.0152047	0.0542656	0.033822	0.00356979	0.0189509	0.0669477	0.00569206	0.010501	0.00112481	0.0436661	0.0192374	0.0244839	0.028346	0.00102255	0.00775322	0.0093297	0.0590856	0.157912	0.842088	0.8390917
2880	-179.7934	-242.3406	62.54716	0.0489089	0.00854071	0.013268	0.025432	0.201269	0.0425874	0.028167	0.0169283	0.077595	0.00223569	0.0171095	0.00101339	0.0224376	0.0128975	0.0124726	0.0589259	0.0743182	0.00384542	0.0168452	0.00468376	0.010632	0.057136	0.0048523	0.00867492	0.0115778	0.0152736	0.0675234	0.0205496	0.00620351	0.0640144	0.00254508	0.00689071	0.0308349	0.00891617	0.0336663	0.0420739	0.0210011	0.0316992	0.00359117	0.0562065	0.0377503	0.0310279	0.00796832	0.00338884	0.00490415	0.120535	0.020556	0.453021	1.13674	1.263777	0.7362232	0.020224	0.149199	0.55237	1.81038	6.70245	49.4463	2.82061	0.5825579	0.09963122	0.0344557	0.00601681	0.00934711	0.0179165	0.141791	0.0300022	0.0198432	0.0119257	0.0546646	0.00157501	0.0120534	0.000713918	0.015807	0.00908611	0.00878679	0.0415125	0.0523562	0.00270905	0.0118672	0.00329965	0.00749007	0.0402515	0.00341838	0.00611137	0.0081564	0.01076	0.0475693	0.0144769	0.00437029	0.0450973	0.00179297	0.00485441	0.0217228	0.00628132	0.0237175	0.0296405	0.014795	0.0223316	0.00252993	0.0395967	0.0265945	0.0218587	0.00561357	0.00238739	0.00345491	0.084915	0.0144814	0.368112	0.631888	1.419474
2916	-169.258	-231.896	62.63796	0.0327993	0.00852462	0.00363577	0.0932184	0.0936139	0.0579482	0.0479701	0.0206546	0.00520783	0.00281447	0.0433194	0.0241551	0.0701435	0.0053853	0.0189969	0.0201759	0.040366	0.0208537	0.0108345	0.0527811	0.00522506	0.0460038	0.0220103	0.0211261	0.0437991	0.00581614	0.00501574	0.0114267	0.0201762	0.00185845	0.0103061	0.00469859	0.00476637	0.0228817	0.0526517	0.0102218	0.00900832	0.0486909	0.000806939	0.0242852	0.0502678	0.013948	0.0125788	0.0654872	0.00694068	0.121789	0.0210309	0.592672	1.10183	1.272705	0.7272947	0.0234288	0.160296	0.564873	1.77031	6.23846	42.6826	2.71425	0.5714556	0.1344742	0.0245464	0.00637967	0.00272094	0.069763	0.070059	0.0433674	0.0358999	0.0154576	0.00389745	0.0021063	0.0324195	0.0180772	0.0524941	0.00403026	0.014217	0.0150993	0.0302092	0.0156066	0.00810834	0.0395004	0.00391034	0.0344284	0.0164721	0.0158104	0.0327785	0.00435269	0.00375369	0.00855157	0.0150995	0.00139083	0.00771292	0.00351634	0.00356707	0.0171242	0.0394036	0.0076498	0.00674166	0.0364394	0.000603898	0.0181746	0.0376195	0.0104384	0.00941376	0.0490094	0.00519428	0.0911444	0.0157392	0.363647	0.636353	1.336216
2952	-195.1038	-256.0448	60.941	0.00242109	0.0244197	0.0062075	0.0364298	0.0412052	0.0372846	0.0180714	0.0504903	0.0146183	0.00246125	0.0189997	0.0270377	0.0479652	0.0143118	0.00850106	0.0414544	0.0309649	0.0225114	0.0412928	0.0137658	0.00964868	0.0227617	0.0185062	0.0298205	0.0237655	0.0043644	0.0025407	0.00436848	0.00377929	0.00655744	0.012138	0.00375684	0.0180138	0.00846013	0.014448	0.00325797	0.0361113	0.014403	0.00128696	0.00407687	0.0832794	0.00348835	0.0249197	0.00173573	0.0277599	0.0498546	0.0503898	2.86387	0.534031	1.21136	0.7886404	0.0184144	0.142532	0.544548	1.83638	7.01595	54.3052	2.888386	0.6510374	1.340686	0.00246069	0.0248191	0.00630903	0.0370256	0.0418792	0.0378945	0.018367	0.0513161	0.0148574	0.00250151	0.0193104	0.0274799	0.0487497	0.0145459	0.0086401	0.0421325	0.0314713	0.0228796	0.0419682	0.013991	0.00980649	0.023134	0.0188089	0.0303083	0.0241542	0.00443579	0.00258225	0.00443993	0.0038411	0.00666469	0.0123366	0.00381828	0.0183084	0.0085985	0.0146843	0.00331126	0.0367019	0.0146386	0.00130801	0.00414355	0.0846415	0.00354541	0.0253273	0.00176412	0.0282139	0.05067	0.0512139	0.39432	0.60568	0.9839074
2988	-178.2401	-237.1879	58.94786	0.00381064	0.00886441	0.106701	0.110833	0.0135977	0.0726338	0.0901225	0.0600825	0.0846884	0.00969648	0.0560872	0.0629792	0.135685	0.0162354	0.0052392	0.0286852	0.0326221	0.00348227	0.193314	0.156557	0.0724724	0.0131996	0.0338725	0.0581204	0.0963917	0.0672059	0.0241384	0.00103314	0.0175984	0.0386947	0.330634	0.00364419	0.0262249	0.0606698	0.0126122	0.0118221	0.0528262	0.00893429	0.00675188	0.0519275	0.0475115	0.0354992	0.0604618	0.00762894	0.0495511	0.0806949	0.0972988	2.9433	0.514174	1.240981	0.7590192	0.0284242	0.176141	0.581731	1.71901	5.67727	35.1812	2.574496	0.6116284	1.431083	0.00145481	0.00338422	0.0407358	0.0423134	0.00519127	0.0277299	0.0344066	0.0229381	0.032332	0.00370188	0.0214128	0.024044	0.0518012	0.00619828	0.0020002	0.0109513	0.0124543	0.00132945	0.0738026	0.0597698	0.0276682	0.00503928	0.0129317	0.022189	0.0368	0.0256576	0.00921546	0.000394427	0.00671866	0.0147727	0.126228	0.00139126	0.0100121	0.0231623	0.00481505	0.00451341	0.0201678	0.0034109	0.00257771	0.0198247	0.0181387	0.0135528	0.0230828	0.00291255	0.0189174	0.0308074	0.0371464	0.37951	0.62049	2.619337
3024	-186.6951	-248.5002	61.80508	0.0201226	0.0207551	0.031325	0.122374	0.0420358	0.135172	0.0165543	0.0144232	0.0888708	0.00522529	0.0502513	0.0494011	0.135383	0.0405047	0.0437566	0.0669914	0.0130334	0.114285	0.120564	0.00364705	0.02727	0.0253917	0.0116715	0.00414011	0.042374	0.0159087	0.0087179	0.026605	0.0110467	0.0657746	0.0488806	0.0357386	0.105802	0.0622454	0.0660841	0.0141537	0.0061857	0.0127088	0.0160182	0.0936886	0.00747132	0.0138068	0.0993135	0.0275109	0.0338022	0.0028866	0.0144344	0.688963	1.07776	1.317908	0.6820916	0.0287813	0.177217	0.582837	1.71575	5.64281	34.7448	2.56547	0.5175562	0.1598137	0.00989161	0.0102026	0.0153983	0.0601551	0.0206634	0.0664462	0.00813756	0.00708997	0.043686	0.00256858	0.0247019	0.024284	0.06655	0.0199108	0.0215093	0.0329308	0.00640682	0.0561787	0.0592655	0.00179277	0.0134051	0.0124818	0.00573731	0.00203514	0.0208297	0.00782022	0.00428544	0.0130782	0.00543022	0.0323326	0.0240281	0.0175679	0.0520089	0.0305978	0.0324848	0.00695752	0.00304069	0.00624721	0.00787404	0.0460543	0.00367266	0.00678697	0.0488193	0.0135235	0.0166161	0.00141896	0.00709551	0.341046	0.658954	2.034309
3060	-169.7748	-229.6361	59.86127	0.00549093	0.0136898	0.0290356	0.0441886	0.0425579	0.0560488	0.0199963	0.00948544	0.0410916	0.0121434	0.0366735	0.00361236	0.0775789	0.00453633	0.00456397	0.00479071	0.0353817	0.033509	0.0689988	0.00157705	0.0508883	0.0154516	0.0161917	0.00295643	0.019246	0.0428397	0.00245617	0.00231334	0.0326567	0.0155409	0.0416494	0.0157532	0.00434305	0.018158	0.0132263	0.00255027	0.00100461	0.0114753	0.015064	0.0139244	0.0142589	0.0601694	0.0149797	0.0986575	0.0249451	0.0113558	0.0127218	3.62925	0.342687	1.376148	0.6238522	0.00980267	0.104803	0.494737	2.02127	9.54171	102.013	3.344266	0.4533323	2.647645	0.00490381	0.012226	0.025931	0.0394637	0.0380074	0.0500557	0.0178582	0.0084712	0.0366979	0.0108449	0.0327521	0.0032261	0.0692837	0.00405128	0.00407597	0.00427846	0.0315985	0.029926	0.061621	0.00140842	0.045447	0.0137995	0.0144604	0.00264031	0.0171881	0.038259	0.00219354	0.00206599	0.0291649	0.0138791	0.037196	0.0140687	0.00387866	0.0162164	0.0118121	0.00227758	0.000897189	0.0102483	0.0134533	0.0124355	0.0127342	0.0537358	0.013378	0.0881084	0.0222778	0.0101416	0.0113615	0.311926	0.688074	1.119728
3096	-187.7417	-247.7016	59.9599	0.000910157	0.0010922	0.00754908	0.00702256	0.0232684	0.0674921	0.0116656	0.00438517	0.022124	0.0068208	0.0175734	0.00327745	0.00447654	0.000307668	0.00968984	0.010451	0.00945912	0.0208424	0.00910733	0.0803175	0.0316035	0.0274646	0.0239749	0.00347902	0.0441312	0.00964409	0.0190272	0.00342283	0.0118674	0.0212927	0.00531	0.0137693	0.000825927	0.00667724	0.00390067	0.0292614	0.00386982	0.00658231	0.000573597	0.00208106	0.00859991	0.0106763	0.00211066	0.00496961	0.0138278	0.0408253	0.00431592	3.90988	0.272531	1.720649	0.279351	0.00433911	0.0704295	0.437039	2.28812	14.1986	230.462	3.933557	0.1623521	3.586642	0.00135457	0.0016255	0.0112351	0.0104515	0.0346299	0.100447	0.0173618	0.00652635	0.0329267	0.0101513	0.0261541	0.00487776	0.00666234	0.000457896	0.0144212	0.015554	0.0140778	0.0310192	0.0135543	0.119535	0.0470349	0.040875	0.0356813	0.00517776	0.0656796	0.0143531	0.0283179	0.00509412	0.017662	0.0316895	0.00790277	0.0204925	0.00122921	0.0099376	0.0058053	0.0435492	0.00575938	0.00979632	0.000853673	0.00309721	0.0127991	0.0158893	0.00314125	0.00739617	0.0205796	0.0607595	0.00642329	0.139676	0.860324	0.6719166
3132	-188.5385	-248.8903	60.35183	0.00306598	0.00330878	0.00138415	0.00828198	0.00987182	0.0171683	0.000243317	0.0017132	0.00353478	0.00515558	0.00351263	0.000243078	0.00574144	0.000787678	0.00708411	0.0015496	0.00108913	0.00676949	0.00649143	0.0137139	0.00382106	0.00569827	0.00546786	0.00174529	0.0133586	0.0056022	0.00454017	0.00380886	0.013636	0.00447703	0.00548572	0.00680596	0.00246214	0.00231626	0.00419365	0.000967452	0.00538067	0.00146608	0.00113652	0.000164181	0.00634721	0.00135331	0.00772172	0.00112234	0.0154725	0.000893193	0.00498028	0.679349	1.08016	0.9637399	1.03626	0.00134341	0.0397576	0.365633	2.73499	25.1524	744.374	4.781324	1.075249	0.1572329	0.0132649	0.0143154	0.00598848	0.0358318	0.0427102	0.0742782	0.00105271	0.00741211	0.0152932	0.0223055	0.0151973	0.00105167	0.0248402	0.00340787	0.0306492	0.00670432	0.00471209	0.029288	0.028085	0.0593328	0.0165317	0.0246534	0.0236566	0.00755096	0.0577958	0.0242378	0.019643	0.016479	0.0589958	0.0193698	0.0237338	0.0294458	0.0106524	0.0100213	0.0181437	0.00418566	0.0232793	0.00634296	0.00491713	0.000710324	0.0274611	0.00585506	0.0334079	0.0048558	0.0669413	0.00386438	0.0215471	0.51813	0.48187	0.2311348
3168	-188.2996	-248.3846	60.08506	0.00482118	0.0138238	0.0559048	0.121979	0.136018	0.0753846	0.199684	0.0357347	0.0436688	0.220033	0.00837101	0.0113904	0.143235	0.00218054	0.0151773	0.0534301	0.0345359	0.0235208	0.162575	0.183131	0.0679541	0.105095	0.0757396	0.0517697	0.0749863	0.120487	0.0532354	0.0631042	0.109276	0.0870611	0.027949	0.119843	0.0255168	0.0169069	0.0393024	0.0462458	0.0701813	0.0790881	0.208772	0.263714	0.227157	0.0520372	0.0690756	0.082926	0.216431	0.00791555	0.00824118	0.544445	1.11389	1.342375	0.6576246	0.152182	0.399243	0.750919	1.3317	2.50474	6.57106	1.361304	0.4898962	0.1221946	0.00123159	0.00353134	0.0142811	0.0311599	0.0347463	0.0192572	0.05101	0.00912855	0.0111553	0.0562082	0.0021384	0.00290971	0.03659	0.000557025	0.00387709	0.0136489	0.0088223	0.00600846	0.0415303	0.0467813	0.0173591	0.0268468	0.0193479	0.0132247	0.0191555	0.0307787	0.0135992	0.0161202	0.0279148	0.02224	0.00713967	0.0306144	0.00651834	0.00431893	0.0100399	0.0118136	0.017928	0.0202033	0.0533315	0.0673666	0.058028	0.0132931	0.0176456	0.0211837	0.0552881	0.00202205	0.00210524	0.328812	0.671188	3.914611
3204	-174.0361	-236.8364	62.80034	0.00530123	0.0545698	0.0189834	0.098597	0.081577	0.0654073	0.0523673	0.0229769	0.0598405	0.0243303	0.00037669	0.00921098	0.0332018	0.00208799	0.0128307	0.0179282	0.0138739	0.0173027	0.0209808	0.0524759	0.0556035	0.0130937	0.0348978	0.00432288	0.0285747	0.0212446	0.009342	0.0249746	0.022436	0.0165064	0.00448155	0.10868	0.0127007	0.00425569	0.0202	0.0217283	0.00886665	0.0438693	0.0300916	0.0379828	0.00944744	0.0120363	0.00135085	0.0559773	0.028899	0.0522886	0.016727	1.03611	0.990973	1.428924	0.5710757	0.0351475	0.195357	0.60083	1.66436	5.11883	28.4515	2.42098	0.3996543	0.2613859	0.00388425	0.0399838	0.0139093	0.0722428	0.0597721	0.0479244	0.0383699	0.0168354	0.0438456	0.017827	0.000276004	0.00674896	0.0243273	0.00152988	0.00940117	0.0131361	0.0101655	0.0126778	0.0153728	0.0384495	0.0407411	0.00959388	0.0255699	0.00316741	0.0209369	0.0155661	0.00684496	0.0182991	0.016439	0.0120944	0.00328367	0.0796309	0.00930592	0.00311818	0.0148007	0.0159205	0.00649667	0.0321434	0.0220484	0.0278303	0.00692222	0.00881906	0.000989777	0.041015	0.0211746	0.0383123	0.012256	0.285538	0.714462	1.3648
3240	-171.6185	-233.405	61.78649	0.0301851	0.0213467	0.0221941	0.208137	0.332662	0.11021	0.0324298	0.113652	0.0495013	0.03182	0.0527022	0.0069913	0.136803	0.00621468	0.0398683	0.00758667	0.0509548	0.0131712	0.0506292	0.0101818	0.0296237	0.0244608	0.0955784	0.0080395	0.0162122	0.096954	0.131287	0.0252585	0.0327441	0.000552752	0.0191895	0.0917669	0.0453024	0.0801306	0.0137226	0.0112713	0.0557808	0.0445491	0.0650934	0.0183105	0.036162	0.0321425	0.0637903	0.0698817	0.00688639	0.0636863	0.0421977	0.789746	1.05256	1.430607	0.5693928	0.0719512	0.27706	0.670029	1.49247	3.60932	13.8983	1.902949	0.3980078	0.1875768	0.0118475	0.00837844	0.00871104	0.0816925	0.130567	0.0432567	0.0127285	0.0446075	0.0194289	0.0124891	0.0206852	0.00274404	0.0536942	0.00243922	0.015648	0.00297772	0.0199994	0.0051696	0.0198716	0.0039963	0.0116271	0.00960071	0.0375139	0.00315545	0.00636317	0.0380538	0.0515293	0.00991379	0.0128518	0.000216951	0.00753175	0.0360179	0.0177809	0.0314507	0.00538601	0.00442392	0.0218936	0.0174852	0.0255487	0.00718673	0.0141933	0.0126157	0.0250372	0.0274281	0.00270286	0.0249964	0.0165623	0.284696	0.715304	2.547817
3276	-187.1319	-247.6878	60.55599	0.000334584	0.00421873	0.0209761	0.00454019	0.0403572	0.0392386	0.00704405	0.0225518	0.042447	0.00774621	0.0194665	0.0543332	0.028072	0.00391751	0.00182036	0.00510096	0.0036732	0.0183814	0.0104038	0.00478686	0.018748	0.00924715	0.019421	0.0102864	0.00797805	0.0103027	0.0134738	0.00951972	0.00549566	0.00552116	0.0250262	0.00591871	0.00578456	0.0166267	0.0138433	0.00122424	0.0215284	0.00211242	0.013151	0.0133832	0.0172455	0.0272124	0.0148438	0.00584925	0.00485816	0.00109461	0.0182669	2.76996	0.557511	1.204139	0.7958611	0.00696948	0.0887408	0.469714	2.12895	11.2688	143.483	3.590916	0.660938	1.242109	0.000508972	0.00641756	0.031909	0.00690656	0.0613917	0.05969	0.0107154	0.0343059	0.0645706	0.0117836	0.0296126	0.082652	0.0427032	0.00595934	0.00276915	0.00775961	0.00558769	0.0279619	0.0158263	0.0072818	0.0285195	0.0140668	0.0295433	0.0156477	0.0121363	0.0156725	0.0204965	0.0144815	0.00836004	0.00839882	0.03807	0.00900357	0.00879951	0.0252926	0.0210585	0.00186232	0.0327491	0.00321343	0.0200054	0.0203586	0.0262339	0.0413957	0.0225804	0.00889792	0.00739026	0.00166513	0.0277877	0.397931	0.602069	0.6573733
3312	-185.7817	-246.3079	60.52616	0.00454943	0.00247994	0.0117876	0.0100864	0.0201684	0.0450221	0.0030035	0.0132112	0.0211891	0.000581276	0.00691846	0.0443661	0.0153039	0.0149329	0.00113712	0.0027806	0.00671165	0.0108665	0.00205744	0.00289316	0.0385932	0.00664816	0.00585163	0.00473007	0.00465693	0.00464168	0.0023645	0.000759986	0.0164572	0.000103556	0.00651582	0.0148179	0.0097626	0.00208782	0.0129813	0.000251736	0.00921276	0.000164461	0.0168363	0.00525395	0.00294843	0.0136919	0.0420144	0.0385234	0.013101	0.00868332	0.00820073	3.04481	0.488797	1.300038	0.6999622	0.00694096	0.0885635	0.469421	2.13028	11.2913	144.072	3.59388	0.5384169	1.5573	0.00858543	0.00468001	0.022245	0.0190346	0.0380607	0.0849631	0.00566803	0.0249315	0.0399869	0.00109695	0.0130561	0.0837252	0.0288806	0.0281805	0.00214592	0.00524739	0.0126658	0.0205066	0.00388269	0.0054598	0.0728309	0.012546	0.0110429	0.00892632	0.0087883	0.00875951	0.00446214	0.0014342	0.031057	0.000195425	0.0122963	0.0279636	0.0184234	0.00394002	0.0244976	0.000475062	0.0173858	0.000310362	0.0317724	0.00991496	0.00556411	0.0258385	0.0792872	0.0726992	0.0247235	0.0163867	0.015476	0.349981	0.650019	0.5299015
3348	-192.6875	-248.0302	55.34273	0.0190667	0.00569122	0.00938411	0.0320311	0.0385675	0.0143459	0.0132829	0.0135961	0.0698282	0.00495615	0.0322346	0.0172543	0.114682	0.00236597	0.00875398	0.0125695	0.0202162	0.00075957	0.00700979	0.0178811	0.00473741	0.0172268	0.00975577	0.00342633	0.0212151	0.0172366	0.00526203	0.0058247	0.00739855	0.0156644	0.00166826	0.0295359	0.00507109	0.00033696	0.00554585	0.00133702	0.00949717	0.000582604	0.00668333	0.0060679	0.0255797	0.00732605	0.00491884	0.03543	0.000821557	0.00757305	0.0031568	4.71201	0.0719964	1.504888	0.4951117	0.000333064	0.0201385	0.295725	3.38152	49.6561	3002.43	5.789741	0.3290023	16.36198	0.0267282	0.00797808	0.0131549	0.044902	0.0540649	0.0201104	0.0186203	0.0190593	0.0978869	0.00694765	0.0451872	0.0241875	0.160763	0.00331668	0.0122715	0.0176202	0.0283395	0.00106478	0.00982649	0.0250662	0.00664101	0.024149	0.0136759	0.00480311	0.0297399	0.0241627	0.00737644	0.0081652	0.0103715	0.0219587	0.00233861	0.0414041	0.00710878	0.000472359	0.00777431	0.00187427	0.0133134	0.000816708	0.00936886	0.00850613	0.0358582	0.0102698	0.00689534	0.0496666	0.00115168	0.0106161	0.00442528	0.247556	0.752444	0.7133562
3384	-190.718	-249.2867	58.56871	0.0376933	0.0367177	0.0031139	0.00467997	0.0596328	0.0239168	0.0365081	0.000643825	0.0264629	0.00643515	0.0126817	0.0191595	0.062994	0.00268457	0.021304	0.00421898	0.00150463	0.0338463	0.00269511	0.035047	0.0148864	0.00957088	0.00262975	0.0227802	0.026658	0.0299701	0.000170991	0.0270997	0.0224573	0.0625471	0.00215377	0.058762	0.00344138	0.0342147	0.0146747	0.0153175	0.00254465	0.00413844	0.00129737	0.0759696	0.0358659	0.0303062	0.0149312	0.0368451	0.00129563	0.00539059	0.00402064	1.25053	0.937366	1.098199	0.9018007	0.00016673	0.0143703	0.266173	3.75696	69.5879	5997.72	6.290074	0.8211631	0.3335234	0.0380019	0.0370182	0.00313939	0.00471828	0.060121	0.0241126	0.036807	0.000649096	0.0266796	0.00648784	0.0127855	0.0193163	0.0635097	0.00270655	0.0214784	0.00425351	0.00151695	0.0341234	0.00271717	0.0353339	0.0150082	0.00964923	0.00265128	0.0229667	0.0268762	0.0302154	0.000172391	0.0273215	0.0226411	0.0630592	0.0021714	0.0592431	0.00346955	0.0344948	0.0147948	0.0154429	0.00256548	0.00417232	0.00130799	0.0765915	0.0361595	0.0305543	0.0150535	0.0371468	0.00130624	0.00543472	0.00405355	0.4509	0.5491	0.99188
