Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	stationaryDist[1]	stationaryDist[2]	tree_length
8028	-193.1342	-245.366	52.23172	0.102412	0.00796429	0.115035	0.0242456	0.00554808	0.0689958	0.0310968	0.0418385	0.0602967	0.0460695	0.0078772	0.00780129	0.0468735	0.0113148	0.0810278	0.00900463	0.0298246	0.00471348	0.0529575	0.0358111	0.0243605	0.0363453	0.0120261	0.00952131	0.0727335	0.0583833	0.0377532	0.0724858	0.105262	0.0849842	0.0951112	0.0394269	0.0104441	0.0353384	0.00238766	0.0301322	0.00878936	0.00433455	0.103901	0.083047	0.0141359	0.0109674	0.0371531	0.00527733	0.00921689	0.0100525	0.0193688	4.83585	0.0410363	1.20537	0.7946304	0.000244157	0.0173084	0.282078	3.54512	57.7754	4095.73	6.014271	0.6592421	29.4608	0.056158	0.00436723	0.0630794	0.0132951	0.0030423	0.037834	0.017052	0.0229422	0.0330638	0.0252623	0.00431947	0.00427785	0.0257031	0.0062045	0.0444317	0.0049377	0.0163544	0.00258464	0.0290393	0.0196371	0.0133581	0.01993	0.00659452	0.00522102	0.0398835	0.0320146	0.020702	0.0397477	0.0577206	0.0466012	0.0521544	0.0216198	0.00572703	0.0193778	0.00130928	0.016523	0.00481966	0.00237686	0.0569745	0.0455389	0.00775145	0.00601399	0.0203729	0.00289383	0.00505409	0.00551232	0.0106209	0.397315	0.602685	1.823648
8064	-192.9549	-248.9464	55.9915	0.024259	0.00671354	0.00915161	0.00776599	0.0292561	0.0131529	0.0124035	0.0238118	0.00203954	0.0687694	0.0165231	0.0271485	0.00769702	0.00303512	0.0267196	0.0279356	0.00399704	0.0460583	0.0622068	0.02873	0.050817	0.0242022	0.0299019	0.00877269	0.00585532	0.030025	0.00690211	0.0081358	0.00753912	0.00697072	0.0338245	0.0339467	0.0108196	0.0147226	3.61324e-05	0.000784855	0.00126805	0.0185715	0.0152839	0.0183978	0.0206217	0.00021432	0.040328	0.0111763	0.00449665	0.0369401	0.0113593	4.43805	0.140488	1.182211	0.8177885	0.00045377	0.023417	0.309973	3.22609	42.7041	2203.76	5.566126	0.6917447	7.897587	0.0269758	0.00746539	0.0101765	0.00863571	0.0325326	0.0146259	0.0137926	0.0264785	0.00226795	0.0764709	0.0183735	0.0301889	0.00855901	0.00337502	0.0297119	0.0310641	0.00444467	0.0512164	0.0691733	0.0319475	0.056508	0.0269126	0.0332506	0.00975514	0.00651105	0.0333876	0.00767508	0.00904693	0.00838343	0.00775137	0.0376125	0.0377484	0.0120313	0.0163714	4.01789e-05	0.000872751	0.00141006	0.0206513	0.0169956	0.0204582	0.0229311	0.000238322	0.0448444	0.0124279	0.00500023	0.041077	0.0126314	0.408894	0.591106	0.8992885
8100	-187.6208	-246.1905	58.56966	0.0123266	0.022895	0.0272128	0.0145105	0.0136462	0.0819581	0.0108377	0.00344306	0.00498114	0.0240972	0.00269645	0.0100482	0.0182128	0.00547648	0.015099	0.000632792	0.022369	0.0143416	0.00273713	0.0160818	0.0368149	0.03629	0.00234758	0.0160499	0.00533568	0.0299453	0.000122189	0.020001	0.0107126	0.0104035	0.00606923	0.0201694	0.00751792	0.000525963	0.00945497	0.000209696	0.000938398	0.0109006	0.00491668	0.0167353	0.00728483	0.00112027	0.0212605	0.00326621	0.0102518	0.0114418	0.00632954	3.64516	0.338711	1.310612	0.6893879	0.00114294	0.0367443	0.356751	2.80307	27.2151	874.938	4.898179	0.5260046	2.690461	0.0195654	0.0363402	0.0431937	0.0230318	0.02166	0.130088	0.0172021	0.005465	0.00790634	0.0382484	0.00427995	0.015949	0.0289083	0.00869255	0.0239659	0.0010044	0.0355053	0.0227638	0.00434452	0.0255259	0.0584345	0.0576015	0.00372621	0.0254753	0.00846908	0.0475307	0.000193945	0.0317466	0.0170037	0.016513	0.0096334	0.0320139	0.0119328	0.000834836	0.0150074	0.000332841	0.00148948	0.0173019	0.00780402	0.0265631	0.0115629	0.00177816	0.0337458	0.0051843	0.0162722	0.0181611	0.0100466	0.344694	0.655306	0.6300191
8136	-185.3908	-243.1539	57.76309	0.00224549	0.021421	0.00251056	0.0157188	0.031746	0.0801877	0.017992	0.0463533	0.0357065	0.0203007	0.0850046	0.0388362	0.118132	0.0132674	0.0108413	0.0275878	0.0657915	0.0381502	0.00406679	0.00604427	0.0657648	0.0365471	0.01542	0.0127436	0.0394101	0.0192673	0.0156853	0.0321088	0.0451467	0.0299249	0.00705468	0.0557937	0.100596	0.0531425	0.0218641	3.45743e-05	0.122161	0.0743988	0.0237392	0.017429	0.0124853	0.0629323	0.00268204	0.00840435	0.0476711	0.0268556	0.013096	4.40124	0.14969	1.349456	0.6505443	0.0100286	0.105974	0.496456	2.01428	9.43625	99.7145	3.327788	0.482079	7.350591	0.00136565	0.0130277	0.00152686	0.00955975	0.0193071	0.0487682	0.0109423	0.0281909	0.0217158	0.0123464	0.0516977	0.0236192	0.0718452	0.00806887	0.00659342	0.0167782	0.0400128	0.023202	0.00247332	0.00367597	0.0399965	0.0222271	0.00937803	0.00775031	0.0239682	0.0117179	0.00953941	0.0195278	0.0274571	0.0181996	0.00429048	0.0339323	0.0611802	0.0323199	0.0132972	2.10272e-05	0.0742952	0.0452475	0.0144376	0.0105999	0.00759324	0.0382739	0.00163115	0.00511131	0.0289924	0.0163329	0.00796463	0.325272	0.674728	1.644264
8172	-186.6156	-241.1996	54.58391	0.0790279	0.00317281	0.0282664	0.0328866	0.0236382	0.0444692	0.108705	0.011821	0.0501462	0.0896701	0.0219507	0.0350402	0.0737344	0.00631156	0.0381331	0.0097191	0.0303009	0.0706257	0.0330305	0.109444	0.10995	0.0351604	0.00918505	0.00264303	0.133503	0.0268203	0.0364586	0.0455345	0.0527812	0.0828426	0.000216592	0.0559983	0.00526408	0.0593633	0.00571983	0.000491661	0.0202947	0.227029	0.0594875	0.0141925	0.0514487	0.00907923	0.118842	0.0659071	0.0322435	0.0498183	0.0191752	3.12663	0.468342	1.148299	0.8517011	4.65494e-05	0.00771313	0.219207	4.56189	129.649	21482.6	7.21261	0.7417068	1.668988	0.0354458	0.00142308	0.0126781	0.0147504	0.0106023	0.0199454	0.0487566	0.005302	0.0224917	0.0402191	0.00984537	0.0157163	0.0330715	0.00283087	0.0171035	0.00435923	0.0135906	0.0316772	0.0148149	0.049088	0.049315	0.0157702	0.0041197	0.00118546	0.0598791	0.0120295	0.0163525	0.0204233	0.0236735	0.0371568	9.71464e-05	0.0251165	0.00236106	0.0266258	0.00256547	0.000220521	0.00910261	0.101828	0.0266815	0.00636565	0.0230759	0.00407224	0.0533033	0.0295608	0.0144619	0.0223446	0.0086005	0.425851	0.574149	2.229543
8208	-186.1508	-244.7321	58.58128	0.00377555	0.00265695	0.0041845	0.00357322	0.0467318	0.0792724	0.0541312	0.0247271	0.0115571	0.000229355	0.0172026	0.00710335	0.0430438	0.0103462	0.066883	0.0188189	0.00577299	0.0163139	0.00525678	0.0293589	0.0169062	0.0473455	0.0262677	0.00787809	0.0133578	0.0067959	0.0111588	0.00923627	0.0385131	0.0158809	0.00871455	0.00563633	0.0143918	0.0323381	0.00727191	0.000691459	0.0123159	0.0307322	0.0088218	0.012891	0.0216153	0.00603917	0.096156	0.0246624	0.0300438	0.0194868	0.000852142	3.98191	0.254523	1.468938	0.5310618	0.00214085	0.0499023	0.392498	2.54778	20.0392	467.104	4.44438	0.3615277	3.911143	0.00386467	0.00271967	0.00428327	0.00365756	0.0478349	0.0811436	0.0554089	0.0253108	0.0118299	0.000234769	0.0176086	0.00727102	0.0440598	0.0105905	0.0684617	0.0192631	0.00590926	0.016699	0.00538086	0.0300519	0.0173053	0.048463	0.0268877	0.00806404	0.013673	0.00695631	0.0114222	0.00945428	0.0394222	0.0162557	0.00892025	0.00576937	0.0147315	0.0331014	0.00744356	0.00070778	0.0126066	0.0314576	0.00903003	0.0131953	0.0221255	0.00618172	0.0984256	0.0252445	0.0307529	0.0199468	0.000872256	0.265531	0.734469	0.9769403
8244	-186.0287	-245.2124	59.18366	0.0220553	0.0125828	0.0889366	0.00792372	0.107007	0.0550264	0.042111	0.0591885	0.0131619	0.00189892	0.028609	0.0394387	0.0637801	0.023643	0.0136499	0.0220938	0.00552006	0.0514187	0.0406766	0.029036	0.0628386	0.169345	0.00913601	0.00207345	0.062737	0.0466293	0.0263592	0.00224967	0.0225503	0.0466057	0.0154966	0.0194247	0.0174173	0.0404536	0.0774066	0.00969616	0.021046	0.0963446	0.0145088	0.0952527	0.00491319	0.0418984	0.0140455	0.0334874	0.00842185	0.0503207	0.028536	3.81843	0.295393	1.392306	0.6076939	0.0166544	0.135717	0.536288	1.86467	7.36826	60.0443	2.961026	0.4364657	3.231656	0.0124821	0.00712121	0.0503333	0.0044844	0.06056	0.031142	0.0238326	0.0334975	0.00744894	0.00107469	0.0161912	0.0223202	0.0360961	0.0133807	0.00772509	0.0125039	0.00312406	0.0291002	0.0230208	0.0164328	0.0355633	0.09584	0.00517049	0.00117346	0.0355058	0.0263897	0.0149179	0.00127319	0.0127623	0.0263763	0.00877025	0.0109933	0.00985725	0.0228946	0.043808	0.00548751	0.0119109	0.0545259	0.0082112	0.0539079	0.0027806	0.0237122	0.00794901	0.0189521	0.00476632	0.0284788	0.0161498	0.303847	0.696153	1.766951
8280	-180.2809	-241.2172	60.93629	0.00128174	0.0229737	0.0095817	0.0333904	0.153601	0.0424465	0.000753714	0.0183444	0.0549409	0.0163916	0.0497012	0.0179884	0.0358873	0.0173274	0.0169788	0.00297629	0.00950332	0.0700008	0.0280007	0.0747056	0.0161961	0.016394	0.062163	0.000404081	0.116872	0.0233242	0.115688	0.0455363	0.00526205	0.0201793	0.0444667	0.0383975	0.0197452	0.00507852	0.0267067	0.0292433	0.0263351	0.00938066	0.0806564	0.0490488	0.00598289	0.0401596	0.0319343	0.0384617	0.0024155	0.0308945	0.0541935	1.85362	0.786595	1.168342	0.8316578	0.0202288	0.149217	0.552391	1.81031	6.70166	49.4344	2.820436	0.7118272	0.5891269	0.000785428	0.014078	0.00587151	0.0204611	0.0941241	0.0260106	0.000461864	0.0112412	0.0336669	0.0100445	0.0304561	0.011023	0.0219912	0.0106179	0.0104043	0.00182383	0.00582348	0.0428954	0.0171584	0.0457784	0.00992474	0.010046	0.0380925	0.000247615	0.0716173	0.0142927	0.0708919	0.0279039	0.00322451	0.0123655	0.0272485	0.0235294	0.0120995	0.00311204	0.0163655	0.0179198	0.0161377	0.00574832	0.049425	0.0300564	0.00366622	0.0246092	0.0195689	0.0235687	0.00148018	0.0189317	0.033209	0.415829	0.584171	1.631895
8316	-183.7439	-241.9018	58.15792	0.0171678	0.0604786	0.0278568	0.0443964	0.18383	0.107118	0.161618	0.0126127	0.021176	0.0143227	0.040418	0.073462	0.0201855	0.042131	0.079528	0.00285766	0.00432712	0.0887849	0.0346113	0.187269	0.0940954	0.00293356	0.0711229	0.039293	0.139505	0.0616974	0.137576	0.0330411	0.0472231	0.0213032	0.0393065	0.0428631	0.0332162	0.0423526	0.0163524	0.0711195	0.0216439	0.0669128	0.105149	0.00888213	0.104549	0.105715	0.0458496	0.0416844	0.00346193	0.0845353	0.0311305	1.73103	0.817242	1.25901	0.7409898	0.0031424	0.0601739	0.4161	2.40327	16.6185	318.228	4.166877	0.5885495	0.5295338	0.00627326	0.0220994	0.0101791	0.0162228	0.0671729	0.0391417	0.0590564	0.0046088	0.0077379	0.00523364	0.0147691	0.0268436	0.00737595	0.015395	0.0290602	0.00104421	0.00158117	0.0324427	0.0126473	0.0684295	0.0343832	0.00107195	0.0259889	0.014358	0.0509765	0.0225447	0.0502714	0.0120735	0.0172557	0.00778438	0.0143629	0.0156625	0.0121375	0.015476	0.00597529	0.0259877	0.00790888	0.0244505	0.0384222	0.0032456	0.0382029	0.0386291	0.0167538	0.0152318	0.00126502	0.0308899	0.0113753	0.370495	0.629505	2.736664
8352	-176.8927	-238.8777	61.98502	0.000610574	0.0248239	0.0115495	0.0192194	0.0184361	0.0206151	0.0430532	0.0267379	0.0113942	0.00947135	0.0112781	0.00525039	0.00485466	0.00255895	0.00391785	0.0116423	0.000297816	0.00419272	0.0581682	0.0144284	0.0229163	0.0512929	0.0186548	0.0149176	0.0622911	0.0138063	0.0240332	0.00214994	0.0166041	0.00206878	0.0229534	0.0176631	0.00803491	0.0134327	0.0165773	0.0155308	0.00663793	0.00982639	0.0120914	0.000724753	0.0129823	0.0139729	0.00142917	0.0230525	0.00743807	0.0244294	0.0137055	2.02809	0.742978	1.414418	0.5855819	0.0140139	0.124759	0.522386	1.9143	8.01545	71.3577	3.085845	0.414009	0.6824196	0.000812238	0.0330229	0.0153642	0.0255673	0.0245253	0.027424	0.0572731	0.035569	0.0151576	0.0125996	0.0150031	0.00698452	0.00645808	0.00340413	0.00521186	0.0154876	0.000396181	0.00557751	0.0773803	0.0191939	0.0304852	0.0682342	0.0248162	0.0198447	0.0828649	0.0183663	0.031971	0.00286003	0.0220882	0.00275207	0.0305346	0.023497	0.0106887	0.0178694	0.0220526	0.0206603	0.00883034	0.0130719	0.016085	0.000964128	0.0172702	0.0185879	0.0019012	0.0306665	0.00989475	0.0324981	0.0182323	0.292791	0.707209	0.7517185
8388	-183.1859	-242.2641	59.07821	0.00492663	0.00307916	0.00243267	0.00787046	0.0358252	0.0150005	0.0136412	0.00864417	0.004734	0.00065673	0.0368512	0.00238081	0.0418498	0.00555792	0.0142001	0.00741029	0.00330364	0.00237613	0.00159751	0.00884069	0.0273037	0.00625576	0.00200192	0.0119698	0.0210884	0.00329982	0.00567006	0.000595772	0.0105726	0.0124276	0.00234109	0.000495059	0.0166002	0.0190627	0.00904801	0.00609126	0.00183945	0.0122392	0.00476191	7.72482e-05	0.00293316	0.0122458	0.00639168	0.0155466	0.000524542	0.0036605	0.028629	4.11584	0.221039	1.226114	0.7738863	0.00750582	0.0920081	0.475043	2.10507	10.8686	133.23	3.537308	0.6311701	4.655106	0.0105983	0.00662397	0.00523321	0.0169311	0.077068	0.0322694	0.0293454	0.0185955	0.0101839	0.00141277	0.0792751	0.00512165	0.0900282	0.0119563	0.0305475	0.0159412	0.00710687	0.0051116	0.0034366	0.0190183	0.0587363	0.0134575	0.00430658	0.0257496	0.0453659	0.00709864	0.0121976	0.00128164	0.0227441	0.0267345	0.00503621	0.00106498	0.0357108	0.0410082	0.0194643	0.0131037	0.00395708	0.0263293	0.0102439	0.000166178	0.00630989	0.0263435	0.0137499	0.0334443	0.00112841	0.00787454	0.0615873	0.386943	0.613057	0.4648517
8424	-184.843	-242.9986	58.15566	0.00851641	0.0109012	0.00482132	0.0297884	0.0214418	0.0941724	0.0392611	0.0250316	0.00355735	0.0228437	0.0614475	0.000806049	0.0200164	0.028665	0.0110876	0.0150189	0.0161255	0.00405461	0.00444985	0.0252489	0.00720612	0.0113114	0.00294699	0.00147347	0.0184509	0.000287646	0.0120531	0.00844004	0.0179439	0.06077	0.0212025	0.0233592	0.00380211	0.0243684	0.0033895	0.0391974	0.00219118	0.0349818	0.0252866	0.000573374	0.000821601	0.00370083	0.00114394	0.0332992	0.0355399	0.0375937	0.0146457	4.0875	0.228125	1.427629	0.5723707	0.00153453	0.0424223	0.373108	2.68019	23.5725	651.663	4.685145	0.4009239	4.479459	0.00953434	0.0122042	0.00539759	0.0333489	0.0240046	0.105428	0.0439538	0.0280235	0.00398254	0.0255741	0.068792	0.000902392	0.0224089	0.0320912	0.0124128	0.0168141	0.0180529	0.00453924	0.00498172	0.0282668	0.00806743	0.0126633	0.00329923	0.00164958	0.0206562	0.000322027	0.0134937	0.00944884	0.0200887	0.0680335	0.0237367	0.0261512	0.00425655	0.027281	0.00379463	0.0438824	0.00245308	0.039163	0.0283089	0.000641906	0.000919802	0.00414317	0.00128067	0.0372793	0.0397878	0.0420871	0.0163963	0.286185	0.713815	0.8932363
8460	-188.6531	-246.0163	57.36325	0.0154001	0.0436788	0.0176939	0.0269539	0.297041	0.169332	0.139385	0.0137281	0.0252588	0.0924979	0.00156552	0.020306	0.177485	0.030103	0.0162247	0.0307839	0.0657198	0.0862527	0.0199217	0.02729	0.145816	0.162356	0.0429974	0.0782912	0.138672	0.020481	0.0739687	0.121248	0.00645431	0.00178416	0.0804566	0.013979	0.000106629	0.118352	0.043325	0.0128105	0.0850511	0.0146867	0.136929	0.0390164	0.110043	0.015898	0.0175912	0.0305221	0.0395004	0.120835	0.0232886	2.35518	0.661204	1.430899	0.5691015	0.00241213	0.052892	0.399688	2.50195	18.9064	414.571	4.358113	0.3977232	0.8904912	0.00511448	0.014506	0.00587625	0.00895155	0.0986494	0.0562361	0.0462907	0.00455919	0.0083886	0.0307192	0.000519919	0.00674377	0.0589439	0.00999741	0.00538832	0.0102235	0.021826	0.0286451	0.00661612	0.0090632	0.0484263	0.0539196	0.0142797	0.026001	0.046054	0.00680188	0.0245655	0.0402671	0.00214352	0.00059253	0.0267202	0.00464253	3.54123e-05	0.0393056	0.0143885	0.00425446	0.028246	0.00487754	0.0454751	0.0129576	0.0365459	0.00527984	0.00584215	0.0101366	0.0131183	0.0401301	0.00773429	0.284551	0.715449	3.011081
8496	-189.3646	-250.4911	61.12651	0.00635901	0.0360942	0.0109943	0.0161288	0.0262474	0.0199323	0.0677621	0.0125488	0.00745562	0.0194185	0.000839368	0.00442898	0.07637	0.000816097	0.00290347	0.0153902	0.0631686	0.0362815	0.0249468	0.0236147	0.0322229	0.0348365	0.0158413	0.0282689	0.0213943	0.0112717	0.0392461	0.020289	0.0441445	0.000125765	0.0290756	0.0145586	0.00143406	0.00706368	0.0221637	0.0305583	0.0186157	0.007792	0.00522217	0.0152694	0.0180012	0.0152955	0.043517	0.018899	0.00905213	0.0182809	0.00566945	2.61643	0.595893	1.443206	0.5567941	0.0100035	0.105844	0.496266	2.01505	9.44782	99.9654	3.329605	0.3858036	1.097692	0.00636022	0.0361011	0.0109964	0.0161319	0.0262523	0.0199361	0.067775	0.0125512	0.00745704	0.0194221	0.000839528	0.00442982	0.0763845	0.000816252	0.00290402	0.0153932	0.0631806	0.0362884	0.0249515	0.0236192	0.032229	0.0348431	0.0158443	0.0282742	0.0213984	0.0112738	0.0392535	0.0202929	0.0441529	0.000125789	0.0290812	0.0145614	0.00143433	0.00706502	0.0221679	0.0305641	0.0186192	0.00779348	0.00522316	0.0152723	0.0180046	0.0152984	0.0435253	0.0189026	0.00905384	0.0182844	0.00567053	0.278397	0.721603	0.9998102
8532	-183.2651	-245.3638	62.09874	0.050893	0.020419	0.0332869	0.0627459	0.0462408	0.123559	0.114483	0.0417647	0.0295726	0.0633449	0.0303048	0.0457935	0.116082	0.00728568	0.0113579	0.0488123	0.0537756	0.022104	0.0106563	0.0225274	0.0426225	0.121339	0.0187195	0.0919413	0.115818	0.0817312	0.0190859	0.0214354	0.0864819	0.000603242	0.110016	0.0324992	0.0244139	0.0396426	0.0168384	0.00954952	0.0488132	0.00708627	0.0661747	0.0288267	0.0893108	0.0350653	0.0190939	0.0185973	0.0424757	0.0173659	0.00197422	0.672016	1.082	1.443697	0.556303	0.0399951	0.208063	0.612759	1.63196	4.80623	25.0031	2.327557	0.3853322	0.1552723	0.023534	0.0094422	0.0153925	0.0290151	0.0213827	0.0571363	0.0529393	0.0193129	0.013675	0.029292	0.0140136	0.0211759	0.0536786	0.00336905	0.00525216	0.0225718	0.024867	0.0102214	0.0049277	0.0104172	0.0197096	0.0561095	0.0086563	0.0425156	0.0535566	0.0377943	0.00882572	0.00991218	0.039991	0.000278952	0.050874	0.0150283	0.0112895	0.0183316	0.00778642	0.0044159	0.0225723	0.00327684	0.0306006	0.0133301	0.0412992	0.0162149	0.00882944	0.00859978	0.0196417	0.00803034	0.000912923	0.278151	0.721849	2.16253
8568	-184.317	-245.5982	61.28115	0.0140238	0.00780001	0.00279008	0.00510147	0.0269694	0.0151136	0.00307979	0.0251725	0.01636	0.0103678	0.0112942	0.0105742	0.00873991	0.00151906	0.00179785	0.00473469	0.0159905	0.00290665	0.00145693	0.00322313	0.00165297	0.00926744	0.00374696	0.00998228	0.0030324	0.000568184	0.000569761	0.0107618	0.03608	0.000783781	0.000715108	0.00940996	0.00371823	0.000808328	0.00336141	0.0126693	0.0145004	0.000972718	0.00073763	0.00573395	0.00324975	0.00506762	0.00180138	0.00565195	0.000790597	0.00591561	0.00715258	2.21453	0.696367	1.040466	0.959534	0.0161964	0.133884	0.534017	1.8726	7.46916	61.7422	2.98119	0.9222156	0.7950303	0.0403309	0.022432	0.00802398	0.0146713	0.0775612	0.0434653	0.00885715	0.0723934	0.0470497	0.0298168	0.0324809	0.0304102	0.0251351	0.00436865	0.00517044	0.0136165	0.0459871	0.00835924	0.00418998	0.00926939	0.00475376	0.0266522	0.0107759	0.028708	0.00872087	0.00163404	0.00163857	0.0309498	0.103762	0.00225407	0.00205658	0.0270621	0.0106933	0.00232467	0.00966706	0.0364357	0.0417018	0.00279743	0.00212135	0.0164902	0.00934594	0.0145739	0.00518057	0.0162544	0.00227368	0.0170127	0.0205701	0.479767	0.520233	0.3477177
8604	-191.6312	-251.6343	60.00314	0.0737613	0.033622	0.0736663	0.0108925	0.0160554	0.0407249	0.0220642	0.0127459	0.0305586	0.0174948	0.054325	0.04021	0.0300668	0.0838996	0.175335	0.0146171	0.053995	0.0317817	0.0322799	0.0184325	0.0215031	0.00741691	0.0258906	0.0223373	0.0625069	0.00822794	0.0241152	0.0122604	0.0102309	0.0127553	0.00457222	0.0624186	0.0252455	0.044803	0.0575989	0.00278072	0.00406416	0.137535	0.000306385	0.00306662	0.00114277	6.41604e-05	0.00149947	0.0323816	0.0066745	0.020169	0.0184445	3.16373	0.459068	1.25129	0.7487101	0.0153984	0.130625	0.529928	1.88705	7.6555	64.942	3.017724	0.5983506	1.722909	0.0492879	0.0224665	0.0492244	0.00727847	0.0107283	0.0272127	0.0147435	0.00851689	0.0204195	0.0116902	0.0363004	0.0268686	0.0200909	0.0560624	0.11716	0.00976725	0.0360799	0.0212368	0.0215697	0.0123168	0.0143685	0.00495604	0.0173003	0.014926	0.0417676	0.00549798	0.016114	0.00819247	0.00683634	0.0085232	0.00305519	0.0417086	0.0168693	0.0299377	0.0384881	0.0018581	0.0027157	0.0919018	0.000204729	0.00204914	0.000763606	4.28725e-05	0.00100196	0.0216376	0.00445996	0.0134771	0.0123248	0.374355	0.625645	1.49654
8640	-188.016	-247.3894	59.3734	0.262731	0.208803	0.0327177	0.0733945	0.124616	0.143995	0.051224	0.0650598	0.043142	0.0375855	0.102381	0.0445679	0.139828	0.0040347	0.0506963	0.012323	0.0663267	0.124347	0.247545	0.1303	0.0579337	0.0649901	0.105933	0.0370898	0.195927	0.0178907	0.0600615	0.139617	0.0155897	0.106197	0.0036015	0.0214859	0.060424	0.0144122	0.0898328	0.00382701	0.0271977	0.0470896	0.00258636	0.036338	0.00433679	0.0382544	0.0097932	0.00431647	0.0178887	0.00259428	0.0582494	2.32497	0.668757	1.564659	0.4353405	0.0416566	0.212235	0.616565	1.62189	4.71177	24.0058	2.298127	0.2782334	0.8691393	0.0818711	0.0650664	0.0101954	0.0228709	0.0388323	0.0448712	0.0159622	0.0202737	0.0134437	0.0117123	0.0319037	0.0138881	0.0435726	0.00125728	0.0157978	0.00384006	0.0206685	0.0387484	0.0771389	0.0406036	0.0180531	0.020252	0.0330104	0.0115578	0.061054	0.00557503	0.0187161	0.043507	0.00485802	0.0330928	0.00112228	0.00669534	0.0188291	0.00449107	0.0279934	0.00119256	0.00847526	0.0146739	0.000805951	0.0113235	0.00135142	0.0119207	0.00305172	0.00134508	0.0055744	0.000808419	0.0181514	0.21767	0.78233	3.209075
8676	-184.2661	-243.8452	59.57909	0.0592767	0.00999658	0.012677	0.084073	0.137551	0.100807	0.114328	0.0828563	0.0502077	0.0369089	0.0178934	0.00738894	0.115629	0.0103274	0.0216571	0.0245541	0.0295513	0.0373223	0.023017	0.0443029	0.0439809	0.0598457	0.00742837	0.0205454	0.0202105	0.0012948	0.0844953	0.0278052	0.00200544	0.0752374	0.0067461	0.0274407	0.0183557	0.0183723	0.0691863	0.0443449	0.00589296	0.0111029	0.00342509	0.0883211	0.0719675	0.0102197	0.00589684	0.0200208	0.00378455	0.00961018	0.0296821	3.40338	0.399156	1.176138	0.8238615	0.026667	0.170743	0.57611	1.73578	5.85674	37.4995	2.620638	0.7004801	2.13161	0.032794	0.00553047	0.00701339	0.0465123	0.0760981	0.0557703	0.0632505	0.0458392	0.0277767	0.0204193	0.0098993	0.00408783	0.0639703	0.00571349	0.0119815	0.0135842	0.0163488	0.0206481	0.0127338	0.02451	0.0243319	0.0331088	0.00410964	0.0113665	0.0111812	0.00071633	0.0467459	0.0153829	0.00110948	0.0416241	0.00373219	0.0151812	0.010155	0.0101642	0.0382764	0.0245332	0.0032602	0.00614255	0.00189488	0.0488625	0.0398151	0.00565392	0.00326235	0.0110762	0.00209375	0.00531671	0.0164212	0.411931	0.588069	1.807545
