Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	stationaryDist[1]	stationaryDist[2]	tree_length
2916	-189.7853	-250.1063	60.32102	0.0144314	0.0257208	0.0114152	0.0138579	0.0301556	0.0591089	0.0164024	0.0215312	0.00697445	0.00115972	0.0190235	0.00197811	0.0378015	0.0460256	0.0234142	0.058562	0.0300317	0.0072971	0.0049377	0.0187437	0.0356997	0.011568	0.0206918	0.00476707	0.0212007	5.27448e-05	0.00603694	0.00926408	0.00622065	0.00154335	0.0210738	0.0611575	0.012299	0.0129216	0.00452577	0.00765969	0.00224658	0.0152091	0.0138301	0.00914361	0.00236643	0.0122493	0.0389073	0.0098304	3.38908e-05	0.00217872	0.00148233	2.8686	0.532849	1.253426	0.7465736	0.00560134	0.0797694	0.454353	2.20093	12.5361	178.529	3.748931	0.5956262	1.345881	0.0182046	0.0324458	0.0143998	0.0174812	0.03804	0.0745634	0.020691	0.0271607	0.00879798	0.00146294	0.0239973	0.0024953	0.0476851	0.0580594	0.029536	0.0738735	0.0378837	0.00920499	0.00622871	0.0236445	0.0450337	0.0145926	0.0261019	0.00601346	0.0267438	6.65354e-05	0.00761536	0.0116863	0.0078471	0.00194687	0.0265837	0.0771477	0.0155147	0.0163001	0.00570908	0.00966238	0.00283397	0.0191857	0.017446	0.0115343	0.00298515	0.015452	0.04908	0.0124006	4.27519e-05	0.00274837	0.0018699	0.373287	0.626713	0.7927329
2952	-185.9001	-247.1148	61.21474	0.0152938	0.0143414	0.00909499	0.00210497	0.0966781	0.0447891	0.00882945	0.0510809	0.0052221	0.00233129	0.0827122	0.00386356	0.0243445	0.0279315	0.0558141	0.0330312	0.0629641	0.0405797	0.00812022	0.0160369	0.0298895	0.0104425	0.0384321	0.0142491	0.00565695	4.98106e-05	0.0246939	0.0172673	0.0244926	0.00378143	0.0991554	0.0782591	0.0391086	0.0248583	0.0252281	0.0433527	0.00286282	0.0439554	0.0277375	0.00101116	0.000749551	0.0110339	0.00526138	0.0451138	0.00367331	0.0442033	0.020239	2.56497	0.608758	1.338449	0.661551	0.0219478	0.155272	0.559288	1.78799	6.44033	45.5627	2.761464	0.4942669	1.05336	0.0118564	0.011118	0.00705081	0.00163186	0.0749488	0.0347223	0.00684494	0.0395999	0.00404838	0.00180731	0.0641219	0.00299519	0.0188728	0.0216536	0.0432694	0.0256071	0.0488123	0.0314591	0.00629512	0.0124324	0.0231715	0.00809545	0.0297941	0.0110465	0.0043855	3.86152e-05	0.0191437	0.0133863	0.0189877	0.00293151	0.0768693	0.0606696	0.0303186	0.0192712	0.0195579	0.0336088	0.00221937	0.034076	0.0215032	0.000783889	0.000581082	0.00855394	0.00407883	0.034974	0.00284769	0.0342682	0.0156901	0.330775	0.669225	1.289922
2988	-176.1977	-236.5437	60.34597	0.00957819	0.088997	0.0335045	0.0038125	0.022084	0.121633	0.0384204	0.00369329	0.00934444	0.0135182	0.0426615	0.00469265	0.0601734	0.00499012	0.0660021	0.00485098	0.00176996	0.00639434	0.0495758	0.0152487	0.0398624	0.0135599	0.0541004	0.081045	0.0527646	0.0308257	0.0149111	0.0443749	0.0488632	0.0257664	0.00415905	0.118471	0.00168885	0.0118254	0.0839684	0.0786873	0.000916834	0.0136449	0.0517349	0.000105221	0.0137775	0.022299	0.034674	0.0286564	0.0161835	0.00589761	0.00982973	2.78917	0.552708	1.240903	0.7590968	0.0160422	0.133261	0.533241	1.87532	7.50407	62.3354	2.988103	0.6117293	1.261593	0.00637043	0.0591917	0.0222837	0.00253568	0.014688	0.080898	0.0255533	0.0024564	0.00621496	0.0089909	0.028374	0.00312107	0.0400212	0.00331892	0.0438978	0.00322637	0.00117719	0.00425286	0.0329727	0.0101419	0.0265124	0.00901863	0.0359821	0.0539028	0.0350936	0.0205021	0.0099173	0.0295136	0.0324988	0.0171372	0.00276617	0.078795	0.00112325	0.00786506	0.0558472	0.0523348	0.000609784	0.00907517	0.0344088	6.99821e-05	0.00916341	0.014831	0.0230616	0.0190593	0.0107636	0.00392249	0.00653773	0.379548	0.620452	1.503539
3024	-188.6091	-250.0177	61.40862	0.00589411	0.0450706	0.0273814	0.00875625	0.0271163	0.0136745	0.017623	0.0446587	0.0114586	0.0252154	0.0197312	0.00952437	0.0727156	0.0280376	0.0155865	0.00468902	0.00194507	0.0168641	0.0172839	0.00668228	0.0012986	0.0433427	0.0059371	0.0492026	0.0834834	0.0234622	0.00265425	0.0456867	0.012443	0.027901	0.00907056	0.0869183	0.00126267	0.0167911	0.0100674	0.0512201	0.000743919	0.0341759	0.067379	9.12726e-05	0.0102892	0.00418959	0.0133064	0.0663319	0.0203343	0.0105701	0.0752054	2.11333	0.721667	1.587783	0.4122167	0.00775571	0.0934896	0.477416	2.09461	10.6964	128.937	3.513627	0.2596177	0.7321007	0.00493947	0.0377707	0.0229465	0.00733804	0.0227245	0.0114597	0.0147687	0.0374256	0.00960275	0.0211314	0.0165354	0.00798176	0.0609383	0.0234965	0.0130621	0.00392956	0.00163004	0.0141327	0.0144845	0.00559999	0.00108827	0.0363228	0.0049755	0.0412335	0.069962	0.0196621	0.00222436	0.038287	0.0104277	0.023382	0.00760145	0.0728406	0.00105816	0.0140715	0.00843685	0.0429242	0.000623431	0.0286406	0.0564659	7.64896e-05	0.0086227	0.00351102	0.0111512	0.0555885	0.0170409	0.00885815	0.0630248	0.206108	0.793892	1.193267
3060	-176.0045	-237.1593	61.15483	0.00776025	0.00160832	0.00519345	0.0187335	0.00677173	0.00732216	0.00219095	0.012388	0.00633845	0.0185093	0.00955572	0.00198472	0.0216503	0.00370986	0.00223589	0.00256738	0.000784942	0.00507836	0.00460932	0.0403868	0.00123702	0.00238849	0.00786054	0.00967961	0.0121064	0.00280567	0.0089236	0.00427384	6.85295e-05	0.00184888	0.0171363	0.0125079	0.00479921	0.00680648	0.00611193	0.00410602	0.0119336	0.0101836	0.00623451	5.80907e-05	0.00233525	0.00153648	0.00124098	0.0103877	0.00301542	0.00414249	0.0176482	2.84287	0.539281	1.332709	0.6672913	0.0127614	0.119191	0.514997	1.94176	8.38992	78.3612	3.153541	0.500703	1.317899	0.0221244	0.00458528	0.0148064	0.0534088	0.0193061	0.0208754	0.00624638	0.0353179	0.0180708	0.0527698	0.0272432	0.00565842	0.0617246	0.0105767	0.0063745	0.00731956	0.00223786	0.0144783	0.0131411	0.115142	0.00352674	0.00680955	0.0224103	0.0275964	0.0345152	0.00799891	0.025441	0.0121847	0.000195376	0.00527112	0.0488552	0.0356598	0.0136825	0.0194052	0.017425	0.0117062	0.0340225	0.0290332	0.0177745	0.000165616	0.00665776	0.00438049	0.00353803	0.0296152	0.00859691	0.0118102	0.0503148	0.333646	0.666354	0.3507561
3096	-180.6046	-241.3269	60.72223	0.0237795	0.0142398	0.0304854	0.0963145	0.14203	0.101256	0.0412077	0.0409583	0.00665692	0.0975579	0.0107076	0.0330467	0.146034	0.0353465	0.00169813	0.0605947	0.00302276	0.0992905	0.00356061	0.0378108	0.0280058	0.250809	0.0900334	0.0425594	0.145854	0.0189331	0.0380485	0.0456031	5.68853e-06	0.0114756	0.006673	0.0439897	0.0018938	0.0650036	0.024582	0.0040168	0.1226	0.00744372	0.00146528	0.0129003	0.0112107	0.029062	0.00108934	0.0321162	0.0315738	0.0670711	0.0678973	1.89976	0.775059	1.288315	0.7116853	0.0390954	0.205767	0.610641	1.63762	4.85986	25.5784	2.344009	0.5524157	0.61278	0.0106753	0.00639268	0.0136858	0.0432386	0.0637616	0.0454571	0.0184994	0.0183874	0.00298849	0.0437967	0.00480699	0.0148357	0.0655593	0.0158681	0.000762343	0.0272028	0.00135701	0.0445746	0.00159847	0.0169744	0.0125727	0.112596	0.0404188	0.0191062	0.0654785	0.00849963	0.0170811	0.0204726	2.55376e-06	0.00515177	0.00299571	0.0197483	0.000850185	0.0291821	0.0110356	0.00180327	0.0550388	0.00334171	0.000657811	0.00579135	0.00503285	0.0130468	0.000489037	0.0144179	0.0141745	0.0301103	0.0304812	0.355843	0.644157	2.227514
3132	-181.5013	-242.0759	60.57458	0.000467789	0.0200523	0.00927991	0.0089367	0.00753702	0.0401785	0.00734178	0.00881806	0.00411379	0.016823	0.00739419	0.0176168	0.0122263	0.0137613	0.00135804	0.00517169	0.0189105	0.061994	0.0025088	0.0344668	0.0187022	0.0518897	0.0173594	0.0140323	0.106445	0.0302238	0.0098063	0.00767842	0.00395621	0.0141916	0.00938005	0.0394669	0.0248945	0.00206082	0.00656821	0.0160265	0.00513923	0.00766533	0.0152361	0.014289	0.00426232	0.00518738	0.01161	0.00631684	0.0289468	0.00657634	0.0281488	3.0317	0.492076	0.9481328	1.051867	0.0223225	0.156559	0.56073	1.78339	6.38738	44.7979	2.749225	1.109409	1.54026	0.000581092	0.0249092	0.0115276	0.0111013	0.00936256	0.0499101	0.00912003	0.0109539	0.00511019	0.0208977	0.00918513	0.0218837	0.0151876	0.0170944	0.00168696	0.00642433	0.0234908	0.0770095	0.00311646	0.042815	0.023232	0.0644578	0.0215639	0.0174311	0.132227	0.0375443	0.0121815	0.0095382	0.00491445	0.017629	0.011652	0.0490262	0.0309242	0.00255997	0.00815909	0.0199082	0.006384	0.00952194	0.0189264	0.0177499	0.0052947	0.00644381	0.0144221	0.00784684	0.0359579	0.0081692	0.0349667	0.525934	0.474066	0.8050173
3168	-192.0549	-252.931	60.87609	0.029837	0.00484521	0.0728	0.0334047	0.0951183	0.0988935	0.00313725	0.0517868	0.0255249	0.156084	0.135861	0.112454	0.0642457	0.0378253	0.0366862	0.106877	0.108653	0.136597	0.00473839	0.0202795	0.0120624	0.0475687	0.223576	0.00625825	0.0714	0.0373475	0.0774804	0.05358	0.0279039	0.0592464	0.0894853	0.0112239	0.00926125	0.0137796	0.0503495	0.0256207	0.0288023	0.0825425	0.0123147	0.0243774	0.0679477	0.0424418	0.0412911	0.0282114	0.0211707	0.0315184	0.00714894	1.69281	0.826798	1.44659	0.5534104	0.0513352	0.234999	0.636479	1.57114	4.25533	19.4798	2.147065	0.3825621	0.511857	0.0117489	0.00190789	0.0286664	0.0131537	0.0374546	0.0389412	0.00123535	0.020392	0.0100509	0.0614609	0.053498	0.0442809	0.025298	0.0148944	0.0144459	0.0420847	0.0427844	0.0537877	0.00186583	0.00798542	0.00474979	0.0187311	0.0880374	0.00246431	0.0281151	0.0147063	0.0305094	0.0210981	0.0109877	0.0233294	0.0352366	0.00441964	0.00364679	0.00542598	0.0198261	0.0100886	0.0113415	0.0325027	0.00484916	0.00959906	0.0267557	0.0167123	0.0162592	0.0111088	0.00833637	0.012411	0.00281503	0.276705	0.723295	2.53956
3204	-181.8846	-243.1347	61.25005	0.0511423	0.00282923	0.0123881	0.0230377	0.163099	0.0614063	0.00189235	0.000403316	0.0278446	0.000727024	0.0143405	0.00869025	0.0419813	0.00196637	0.0251501	0.0669592	0.0370849	0.0116432	0.00587636	0.0310754	0.016881	0.105204	0.0192934	0.00788723	0.00966789	0.0102342	0.00142037	0.0674119	0.0192404	0.0228144	0.0436675	0.0096471	0.00869031	0.0473417	0.00305978	0.0263065	0.00902559	0.0513077	0.0333291	0.0046584	0.0481268	0.00583464	0.00231197	0.0361671	0.0393146	0.00684303	0.0162101	0.586165	1.10346	1.280257	0.7197434	0.0029426	0.0582766	0.411962	2.42741	17.1596	339.835	4.214379	0.5621868	0.1328018	0.040543	0.00224287	0.00982067	0.0182631	0.129296	0.0486798	0.00150016	0.000319728	0.0220737	0.000576347	0.0113684	0.00688918	0.0332806	0.00155883	0.0199377	0.0530818	0.029399	0.00923011	0.00465848	0.0246349	0.0133824	0.0834005	0.0152948	0.00625259	0.00766421	0.00811315	0.001126	0.0534406	0.0152528	0.0180861	0.0346173	0.00764773	0.00688923	0.03753	0.00242564	0.0208544	0.00715502	0.0406741	0.0264216	0.00369294	0.0381524	0.0046254	0.00183281	0.0286714	0.0311666	0.0054248	0.0128505	0.359872	0.640128	1.261434
3240	-174.472	-236.7651	62.29316	0.0434961	0.00366336	0.00131087	0.0126507	0.0536589	0.0484749	0.0441588	0.00176802	0.00401488	0.0276218	0.0943577	0.0194681	0.0358848	0.0076897	0.00380058	0.00417975	0.0162373	0.0177544	0.00046292	0.0053238	0.00933001	0.0354987	0.0122795	0.0244449	0.0464046	0.00559866	0.00183265	0.0495313	0.00988047	0.00887572	0.0624312	0.00928527	0.0640348	0.0429065	0.00162681	0.0544658	0.0286324	0.0126283	0.0449747	0.00356716	0.0355138	0.00226109	0.00108951	0.00146665	0.0365412	0.0263117	0.0116814	1.08525	0.978686	1.370159	0.6298414	0.0136645	0.123232	0.520382	1.92166	8.11477	73.1826	3.104104	0.459685	0.2772222	0.0399387	0.00336374	0.00120366	0.0116161	0.0492703	0.0445103	0.0405472	0.00162342	0.00368652	0.0253627	0.0866404	0.0178759	0.0329499	0.00706078	0.00348974	0.0038379	0.0149093	0.0163023	0.000425059	0.00488839	0.00856693	0.0325954	0.0112752	0.0224456	0.0426093	0.00514076	0.00168277	0.0454803	0.00907237	0.0081498	0.0573251	0.00852585	0.0587976	0.0393973	0.00149376	0.0500112	0.0262906	0.0115954	0.0412963	0.00327541	0.0326092	0.00207616	0.0010004	0.00134669	0.0335526	0.0241597	0.010726	0.314921	0.685079	1.089072
3276	-173.872	-235.8934	62.0214	0.140889	0.0159236	0.0153248	0.04914	0.112611	0.0398815	0.00169923	0.0233182	0.052127	0.0219885	0.0156103	0.0111272	0.111294	0.0137529	0.00570281	0.00493747	0.0794791	0.0353844	0.0200125	0.0897338	0.0221081	0.0907222	0.00671489	0.00936675	0.0815456	0.133197	0.0078601	0.015108	0.0222515	0.00284117	0.0804071	0.014603	0.000499568	0.0315128	0.02422	0.0126578	0.0161855	0.139355	0.00075652	0.106889	0.0348813	0.00452569	0.0354343	0.0417877	0.0100379	0.120424	0.0274449	0.981905	1.00452	1.380178	0.619822	0.0396375	0.207154	0.611922	1.6342	4.82733	25.2286	2.334052	0.4490884	0.2443708	0.0721295	0.00815227	0.00784569	0.0251577	0.0576524	0.0204177	0.000869941	0.011938	0.026687	0.0112573	0.00799185	0.0056967	0.056978	0.00704095	0.00291961	0.00252779	0.0406902	0.0181154	0.0102456	0.0459402	0.0113185	0.0464462	0.00343776	0.00479541	0.0417481	0.0681918	0.00402406	0.0077347	0.0113919	0.00145457	0.0411653	0.00747614	0.000255759	0.0161333	0.0123997	0.0064803	0.00828632	0.0713445	0.000387309	0.054723	0.0178579	0.00231698	0.018141	0.0213937	0.00513902	0.0616525	0.0140507	0.309911	0.690089	1.953275
3312	-177.7431	-236.8153	59.07227	0.0279523	0.0010011	0.0210837	0.0427405	0.0788011	0.0173391	0.000435047	0.043087	0.117752	0.046774	0.00635915	0.00608407	0.0262207	0.00595972	0.01424	0.00184337	0.0166974	0.0200046	0.00740653	0.102183	0.0268803	0.0345771	0.0199262	0.00852133	0.0310818	0.0579041	0.0222837	0.00474567	0.05029	0.0221624	0.0114261	0.00617559	0.00155305	0.0112931	0.0346855	0.0210418	0.0516517	0.065769	0.00244097	0.0992352	0.00360919	0.0738756	0.00828596	0.0212882	0.00798298	0.00122031	0.0369621	3.33388	0.41653	1.226158	0.773842	0.00435722	0.0705726	0.437316	2.28667	14.1698	229.504	3.930546	0.6311112	2.000984	0.020847	0.000746627	0.0157243	0.031876	0.0587702	0.0129316	0.00032446	0.0321345	0.0878201	0.0348842	0.00474268	0.00453752	0.0195555	0.00444479	0.0106203	0.0013748	0.012453	0.0149195	0.00552382	0.0762088	0.0200475	0.0257877	0.014861	0.00635525	0.023181	0.0431852	0.0166193	0.00353934	0.0375065	0.0165288	0.00852166	0.00460578	0.00115827	0.00842245	0.0258686	0.0156931	0.0385221	0.0490508	0.00182049	0.0740101	0.00269175	0.0550968	0.0061797	0.0158768	0.00595375	0.000910109	0.0275665	0.386921	0.613079	1.340834
3348	-172.2596	-236.1187	63.85903	0.0138078	0.00285753	0.00384148	0.0351733	0.0504766	0.0350863	0.0134683	0.0302496	0.0183552	0.0296255	0.0165735	0.0177798	0.0034168	0.000748596	0.00263445	0.00397391	0.0169063	0.00615372	0.00563018	0.0487575	0.00749559	0.0341333	0.00924892	0.0255472	0.0158589	0.0612367	0.0579915	0.00464917	0.0393633	0.0178856	0.0285089	0.00883461	0.025665	0.00601066	0.0284915	0.00806238	0.0246633	0.0142666	0.0051351	0.0248029	0.00680205	0.0789677	0.0133324	0.00538542	0.0202726	0.0021538	0.0366624	0.97844	1.00539	1.509977	0.4900226	0.0615825	0.256812	0.654351	1.52823	3.8939	16.2384	2.015466	0.3245231	0.2432987	0.0142798	0.00295522	0.00397281	0.0363757	0.0522022	0.0362858	0.0139287	0.0312837	0.0189827	0.0306383	0.0171401	0.0183876	0.00353361	0.000774187	0.00272451	0.00410977	0.0174842	0.00636409	0.00582266	0.0504244	0.00775184	0.0353001	0.00956511	0.0264206	0.016401	0.0633301	0.059974	0.00480811	0.040709	0.018497	0.0294835	0.00913664	0.0265424	0.00621614	0.0294655	0.008338	0.0255064	0.0147543	0.00531065	0.0256508	0.00703459	0.0816674	0.0137882	0.00556953	0.0209656	0.00222743	0.0379157	0.245011	0.754989	0.9669437
3384	-170.7193	-233.1479	62.4286	0.00506393	0.0047287	0.000172598	0.0703523	0.0186102	0.0413325	0.00802302	0.0289962	0.00826041	0.0047364	0.00588047	0.00726805	0.0180951	0.000156916	0.0180863	0.00184718	0.0134822	0.0109605	0.0356501	0.0574062	0.000369906	0.0374917	0.0216237	0.0112907	0.0180258	0.0188912	0.00454415	0.0163164	0.00351693	0.013988	0.0045566	0.0676184	0.0434634	0.0167092	0.00625476	0.00889996	0.0168518	0.00372956	0.00812998	0.0599556	0.0133699	0.0196454	0.000721591	0.00564261	0.0530609	0.030037	0.0576135	0.459427	1.13514	1.116228	0.8837724	0.0116499	0.114009	0.507905	1.96887	8.77122	85.8379	3.219436	0.7917492	0.1011826	0.00549574	0.00513193	0.000187316	0.0763513	0.0201971	0.044857	0.00870716	0.0314688	0.00896479	0.00514028	0.00638191	0.00788781	0.0196381	0.000170296	0.0196286	0.00200469	0.0146318	0.0118952	0.03869	0.0623014	0.000401449	0.0406887	0.0234676	0.0122535	0.0195629	0.0205021	0.00493164	0.0177078	0.00381682	0.0151808	0.00494516	0.0733843	0.0471696	0.018134	0.00678812	0.00965887	0.0182888	0.00404759	0.00882324	0.0650682	0.01451	0.0213206	0.000783122	0.00612376	0.0575855	0.0325983	0.0625263	0.441886	0.558114	0.921428
3420	-178.7573	-239.2017	60.4444	0.00251923	0.000591055	0.000982674	0.0161685	0.0102994	0.0149945	0.0113858	0.00537665	0.0186976	0.00578707	0.012547	0.00866004	0.0162978	0.000117446	0.00281126	0.00297374	0.00236114	0.00532837	0.00237243	0.0041017	0.00905367	0.00586444	0.00847036	0.00204814	0.0219444	0.0486522	0.0268534	0.00412551	0.00168189	0.0055137	4.89651e-05	0.00412656	0.0137194	0.0209523	0.0126246	0.000351245	0.00020958	0.00047125	0.00591232	0.00706132	0.00915667	0.00789801	0.00160088	0.0137769	0.0149459	0.00831908	0.00264268	2.46227	0.634432	1.105035	0.894965	0.00531376	0.0777451	0.450724	2.21865	12.8626	188.191	3.787041	0.8098974	0.9702656	0.00626054	0.00146883	0.00244204	0.0401802	0.0255949	0.0372629	0.0282948	0.0133615	0.0464654	0.0143814	0.0311805	0.021521	0.0405016	0.000291865	0.00698625	0.00739002	0.00586766	0.0132415	0.00589571	0.0101931	0.0224992	0.0145737	0.0210497	0.00508982	0.054534	0.120905	0.0667332	0.0102523	0.00417965	0.0137021	0.000121683	0.0102549	0.034094	0.0520684	0.0313733	0.000872877	0.000520827	0.0011711	0.0146927	0.0175481	0.0227552	0.0196273	0.00397835	0.034237	0.0371421	0.0206737	0.00656732	0.447483	0.552517	0.4023988
3456	-189.0743	-246.8514	57.77714	0.0357853	0.0104681	0.00984018	0.141458	0.170561	0.102849	0.149358	0.0187387	0.0161129	0.107823	0.166077	0.0483089	0.12297	0.00749962	0.04464	0.0107189	0.0695566	0.125686	0.0842194	0.139156	0.0916483	0.0380543	0.035781	0.0370372	0.104635	0.0144061	0.0910817	0.027746	0.0433994	0.262222	0.000586688	0.0567125	0.132964	0.0316819	0.0950002	0.0205743	0.0423974	0.00233581	0.0139171	0.0169547	0.0180636	0.0981493	0.00101495	0.0687686	0.156551	0.0160703	0.151223	3.29012	0.427469	1.269178	0.7308223	0.0353333	0.19586	0.601312	1.66303	5.10569	28.3019	2.417168	0.5758235	1.924186	0.0110081	0.00322015	0.003027	0.0435147	0.0524674	0.0316379	0.0459449	0.00576432	0.00495659	0.033168	0.0510879	0.0148606	0.0378277	0.002307	0.013732	0.00329731	0.0213968	0.0386629	0.0259073	0.0428067	0.0281925	0.0117061	0.0110068	0.0113933	0.0321875	0.00443156	0.0280182	0.00853512	0.0133504	0.0806639	0.000180475	0.0174457	0.0409019	0.00974586	0.0292236	0.00632899	0.0130421	0.000718534	0.00428114	0.00521556	0.00555667	0.0301923	0.000312217	0.0211543	0.0481576	0.00494348	0.0465187	0.365411	0.634589	3.250802
3492	-172.7603	-236.7868	64.02657	0.0213199	0.0250398	0.0101808	0.00239541	0.00817892	0.0618364	0.0212701	0.00648599	0.00926669	0.05173	0.00175341	0.00182114	0.0052187	0.00136188	0.00170162	0.005387	0.000862279	0.00742629	0.0030095	0.0175226	0.017509	0.00659354	0.00453062	0.0181826	0.00548199	0.0171629	0.00700281	0.00936563	0.000774494	0.0344533	0.00144033	0.0450058	0.000622586	0.00288761	0.0124899	0.00700818	0.0155963	0.00939244	0.0133435	0.00867741	0.0302667	0.00461537	0.00232122	0.000944074	0.0214731	0.0338835	0.0181322	0.432702	1.14182	1.467486	0.5325141	0.0307803	0.183116	0.588822	1.69831	5.46102	32.4884	2.516917	0.3628751	0.09473925	0.0347838	0.0408529	0.0166102	0.00390815	0.0133441	0.100887	0.0347026	0.010582	0.0151188	0.0843985	0.00286073	0.00297122	0.00851441	0.00222193	0.00277623	0.008789	0.00140682	0.0121161	0.00491006	0.0285885	0.0285663	0.0107575	0.0073918	0.0296653	0.00894398	0.0280015	0.0114252	0.0152802	0.0012636	0.0562113	0.00234992	0.0734278	0.00101576	0.00471119	0.0203775	0.011434	0.0254456	0.015324	0.0217701	0.0141574	0.0493807	0.00753007	0.00378712	0.00154028	0.0350338	0.0552817	0.0295831	0.266257	0.733743	0.6129255
3528	-180.6147	-240.9286	60.31394	0.0290315	0.132366	0.00370641	0.065945	0.0998472	0.0705975	0.18803	0.0346265	0.0191359	0.0270598	0.0465472	0.00431323	0.0785779	0.00219663	0.00992419	0.00898158	0.00499845	0.0526603	0.0280754	0.0677771	0.00644892	0.00555144	0.00885491	0.0541611	0.063269	0.0266267	0.0597772	0.0700827	0.000492771	0.00358622	0.0611274	0.139023	0.192683	0.0757269	0.056959	0.00491393	0.0599965	0.015308	0.0199234	0.0806314	0.0757128	0.0312428	0.000560339	0.187558	0.0549925	0.0239843	0.0746199	1.86433	0.783918	1.278516	0.7214837	0.0339824	0.192171	0.597756	1.67292	5.20369	29.427	2.445356	0.5643133	0.5945544	0.0119559	0.0545117	0.00152639	0.0271578	0.0411196	0.0290739	0.0774355	0.0142601	0.00788066	0.0111439	0.0191693	0.0017763	0.0323604	0.000904628	0.00408704	0.00369885	0.00205849	0.0216869	0.0115622	0.0279124	0.00265583	0.00228623	0.00364668	0.022305	0.0260558	0.0109655	0.0246178	0.0288619	0.000202936	0.0014769	0.0251739	0.0572531	0.0793519	0.0311863	0.0234572	0.00202368	0.0247081	0.00630423	0.00820496	0.0332061	0.0311805	0.0128666	0.000230762	0.0772412	0.0226474	0.00987734	0.0307304	0.360742	0.639258	2.428211
3564	-167.1625	-229.097	61.93453	0.00246309	0.000758249	0.000158916	0.010585	0.0104933	0.012869	0.0103211	0.0236672	0.0361117	0.000956629	0.00945142	0.00154721	0.0217372	6.0753e-05	0.000825641	0.00197721	0.00074257	0.00524863	0.00923463	0.00847604	0.00293713	0.0103045	0.0014134	0.00773643	0.017218	0.00358336	2.04664e-05	0.00102764	0.00696249	0.000259084	0.00498615	0.0143131	0.0237435	0.00120793	0.0112731	0.00196618	0.00912335	0.000404848	0.00867845	0.0117869	0.00398289	0.00501003	0.000712659	0.0232803	0.00605563	0.0229887	0.00265844	0.705854	1.07354	1.317411	0.6825894	0.00371994	0.0653347	0.42692	2.34236	15.3058	268.822	4.044882	0.5181295	0.164376	0.00663333	0.00204204	0.000427977	0.0285063	0.0282593	0.0346574	0.0277956	0.0637381	0.0972523	0.00257629	0.0254536	0.00416678	0.0585404	0.000163613	0.00222353	0.00532482	0.00199981	0.0141351	0.0248697	0.0228268	0.00790998	0.0277509	0.00380643	0.0208349	0.0463697	0.00965033	5.51178e-05	0.00276752	0.0187506	0.000697737	0.0134282	0.0385465	0.0639435	0.00325306	0.0303596	0.0052951	0.0245701	0.00109029	0.0233719	0.0317433	0.0107263	0.0134925	0.00191926	0.0626961	0.0163084	0.0619107	0.00715944	0.341295	0.658705	0.3713201
